,property_id,location_id,page_url,property_type,price,price_in_lac,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Total_Area
18959,12537715,163,https://www.zameen.com/Property/islamabad_f_11_f_11_brand_new_12_bedrooms_house_is_available_for_sale-12537715-163-1.html,House,150000000,1500,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,10,For Sale,12,6/12/2019,Property Expert,Amir Sohail,87120
18961,12544374,1314,https://www.zameen.com/Property/islamabad_ghauri_town_house_is_available_for_sale-12544374-1314-1.html,House,7100000,71,Ghauri Town,Islamabad,Islamabad Capital,33.619337,73.125315,2,For Sale,2,11/6/2018,,,1361.255
18962,12544687,3337,https://www.zameen.com/Property/g_13_g_13_1_beautiful_house_for_sale_in_g_13_1__-12544687-3337-1.html,House,16000000,160,G-13,Islamabad,Islamabad Capital,33.645957,72.962472,4,For Sale,4,10/7/2018,,,1089.004
18963,12544817,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_is_available_for_sale-12544817-339-1.html,House,32500000,325,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,6,For Sale,5,10/7/2018,,,5445
18967,12551321,12029,https://www.zameen.com/Property/islamabad_shaheen_town_2_5_marla_house_for_sale-12551321-12029-1.html,House,3500000,35,Shaheen Town,Islamabad,Islamabad Capital,33.641747,73.217908,2,For Sale,4,10/7/2018,,,6806.275
18969,12553590,3235,https://www.zameen.com/Property/e_11_2_pmchs_pakistan_medical_coop_housing_brand_new_house-12553590-3235-1.html,House,47000000,470,E-11,Islamabad,Islamabad Capital,33.697387,72.966213,6,For Sale,7,10/7/2018,,,4356.016
18973,12556541,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_7_marla_brand_new_house_is_available_for_sale-12556541-3147-1.html,House,15000000,150,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,6,For Sale,4,3/6/2019,Jhangir Estate & Builders,Shahzad khan,1905.757
18974,12556785,3395,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_5_luxury_5_marla_2_5_storey_house-12556785-3395-1.html,House,14500000,145,Ghauri Town,Islamabad,Islamabad Capital,33.613118,73.130908,7,For Sale,5,10/7/2018,,,1361.255
18975,12559061,338,https://www.zameen.com/Property/islamabad_soan_garden_brand_new_house_for_sale_in_soan_garden-12559061-338-1.html,House,14000000,140,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,5,For Sale,4,10/7/2018,,,2722.51
18976,12559469,1421,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_7_marla_jinnah_garden_new_house_for_urgent_sale-12559469-1421-1.html,House,11500000,115,FECHS,Islamabad,Islamabad Capital,33.572008,73.174596,4,For Sale,4,10/7/2018,,,1905.757
18978,12560950,3236,https://www.zameen.com/Property/e_11_2_services_society_new_house_for_sale_5_bed_rooms-12560950-3236-1.html,House,32500000,325,E-11,Islamabad,Islamabad Capital,33.700993,72.971492,5,For Sale,5,6/19/2019,Pak Real Estate,Muhammad Javid Alam,2178.008
18979,12561842,331,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_1__kanal__house__for__sale__in__police__foundation__o_9__housing__society-12561842-331-1.html,House,34000000,340,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,7,For Sale,7,10/7/2018,,,5445
18980,12562411,8312,https://www.zameen.com/Property/gulberg_gulberg_greens_5_marla_house_structure_for_sale_start_of_gulberg_green_islamabad_in_bhati_town_street__14-12562411-8312-1.html,House,9000000,90,Gulberg,Islamabad,Islamabad Capital,33.60983,73.170133,6,For Sale,9,10/7/2018,,,1361.255
18981,12563644,376,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_house_for_sale-12563644-376-1.html,House,52500000,525,DHA Defence,Islamabad,Islamabad Capital,33.540894,73.095732,6,For Sale,6,10/7/2018,,,5445
18982,12563724,3395,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_5_5_marla_double_storey_new_house_for_sale-12563724-3395-1.html,House,9500000,95,Ghauri Town,Islamabad,Islamabad Capital,33.613118,73.130908,4,For Sale,4,10/7/2018,,,15246.056
18983,12564281,1561,https://www.zameen.com/Property/islamabad_islamabad_highway_double_storey_5_marla_house_for_sale_in_bilal_town_khana_pul_islamabad-12564281-1561-1.html,House,7000000,70,Islamabad Highway,Islamabad,Islamabad Capital,33.68272,73.073384,6,For Sale,4,10/7/2018,,,1361.255
18984,12564705,3203,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_h_1_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-12564705-3203-1.html,House,38000000,380,DHA Defence,Islamabad,Islamabad Capital,33.522649,73.169804,7,For Sale,6,7/15/2019,Al Ahram Property Advisor,Rizwan ch,5445
18985,12564725,156,https://www.zameen.com/Property/islamabad_bhara_kahu_green_top_cottage-12564725-156-1.html,House,50000000,500,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,9,For Sale,8,10/7/2018,,,10890
18986,12565943,8851,https://www.zameen.com/Property/islamabad_jhangi_syedan_3_marla_house_for_sale-12565943-8851-1.html,House,3300000,33,Jhangi Syedan,Islamabad,Islamabad Capital,33.624658,72.943627,2,For Sale,1,10/7/2018,,,816.753
19287,12573116,163,https://www.zameen.com/Property/islamabad_f_11_house_for_sale-12573116-163-1.html,House,110000000,1100,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,9,For Sale,9,10/7/2018,,,5445
19290,12580211,3198,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_c_11_marla_brand_new_house__is_available_for_sale-12580211-3198-1.html,House,29000000,290,DHA Defence,Islamabad,Islamabad Capital,33.526227,73.152981,5,For Sale,5,1/4/2019,Aitemaad Property,M Shoaib,2994.761
19291,12580267,1407,https://www.zameen.com/Property/islamabad_burma_town_house_for_sale_in_reasonable_price_near_to_bahria_daster_khawan-12580267-1407-1.html,House,3800000,38,Burma Town,Islamabad,Islamabad Capital,33.643635,73.125243,2,For Sale,3,10/7/2018,,,1089.004
19292,12581534,1314,https://www.zameen.com/Property/islamabad_ghauri_town_house_for_sale-12581534-1314-1.html,House,12500000,125,Ghauri Town,Islamabad,Islamabad Capital,33.619335,73.12531,6,For Sale,6,10/7/2018,,,1361.255
19293,12581876,8260,https://www.zameen.com/Property/islamabad_faisal_town_f_18_faisal_town_f_18_7_marla_house_for_sale-12581876-8260-1.html,House,16000000,160,Faisal Town - F-18,Islamabad,Islamabad Capital,33.616692,72.858996,6,For Sale,6,10/7/2018,,,1905.757
19296,12582838,8851,https://www.zameen.com/Property/islamabad_jhangi_syedan_5_marla_house__for_sale-12582838-8851-1.html,House,4200000,42,Jhangi Syedan,Islamabad,Islamabad Capital,33.624658,72.943627,3,For Sale,3,10/7/2018,,,1361.255
19299,12592559,3238,https://www.zameen.com/Property/e_11_e_11_3_e_11_3_500_sq_yard__double_storey_corner_5_bed__brand_new_house_for_sale-12592559-3238-1.html,House,82500000,825,E-11,Islamabad,Islamabad Capital,33.704599,72.978702,5,For Sale,5,6/27/2019,EL-One Real Estate,Wakeel Ahmed,5445
19301,12592836,3241,https://www.zameen.com/Property/e_11_e_11_4_e_11_4_npf_designer_quality__house_for_sale-12592836-3241-1.html,House,65000000,650,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,6,For Sale,6,6/27/2019,EL-One Real Estate,Wakeel Ahmed,5445
19302,12594102,3390,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_1_7_marla_double_storey_house__for_sale-12594102-3390-1.html,House,7900000,79,Ghauri Town,Islamabad,Islamabad Capital,33.623947,73.126588,3,For Sale,3,10/7/2018,,,24230.339
19303,12599762,3226,https://www.zameen.com/Property/dha_valley_dha_homes_5_marla_single_storey_house_available_for_sale_in_dha_homes_islamabad-12599762-3226-1.html,House,3500000,35,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,6/29/2019,Al Wahab Estate & Builders,Usman Rafiq,1361.255
19304,12599763,3226,https://www.zameen.com/Property/dha_valley_dha_homes_8_marla_single_storey_house_available_for_sale_in_dha_homes_islamabad-12599763-3226-1.html,House,6500000,65,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,3,For Sale,3,6/29/2019,Al Wahab Estate & Builders,Usman Rafiq,2178.008
19305,12600584,3364,https://www.zameen.com/Property/g_6_g_6_3_g_6_3_65_32_marla_house_for_sale-12600584-3364-1.html,House,220000000,2200,G-6,Islamabad,Islamabad Capital,33.720592,73.089466,4,For Sale,4,6/20/2019,Pak Zameen Estate,Bakht Ullah Khan,179685
19306,12601719,3495,https://www.zameen.com/Property/soan_garden_soan_garden_block_e_1_kanal_single_portion_grey_structure_house-12601719-3495-1.html,House,18000000,180,Soan Garden,Islamabad,Islamabad Capital,33.566358,73.155298,3,For Sale,3,10/7/2018,,,5445
19307,12602062,1045,https://www.zameen.com/Property/islamabad_i_14_house_for_sale-12602062-1045-1.html,House,11000000,110,I-14,Islamabad,Islamabad Capital,33.6099,72.967384,4,For Sale,4,10/7/2018,,,1633.506
19308,12602136,8562,https://www.zameen.com/Property/c_18_rawalpindi_housing_society_single_storey_10_marla_house_with_extra_land_of_lawn-12602136-8562-1.html,House,9500000,95,C-18,Islamabad,Islamabad Capital,33.6693,72.82135,4,For Sale,3,10/7/2018,,,2722.51
19310,12609638,3330,https://www.zameen.com/Property/g_11_g_11_1_brand_new_house_for_sale-12609638-3330-1.html,House,31000000,310,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,4,For Sale,5,7/1/2019,S. S Enterprises,Qamar Malik,1905.757
19311,12610589,8527,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_f_multi_meadows_villas_is_availale_for_sale-12610589-8527-1.html,House,9900000,99,B-17,Islamabad,Islamabad Capital,33.678426,72.809387,4,For Sale,3,6/12/2019,4M Enterprises,company helpline number,1361.255
19312,12612948,3300,https://www.zameen.com/Property/f_6_f_6_2_1000_sq_yd_50x180_8_bedrooms_triple_story_almost_new_house-12612948-3300-1.html,House,180000000,1800,F-6,Islamabad,Islamabad Capital,33.731335,73.068473,8,For Sale,8,6/30/2019,ZB Associate,Imran Khan,10890
19313,12613827,335,https://www.zameen.com/Property/islamabad_f_17_single_storey_house_for_sale-12613827-335-1.html,House,12500000,125,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,3,For Sale,3,10/7/2018,,,1905.757
19314,12613857,8566,https://www.zameen.com/Property/islamabad_green_avenue_5_marla_triple_storey_house-12613857-8566-1.html,House,14000000,140,Green Avenue,Islamabad,Islamabad Capital,33.668941,73.151413,6,For Sale,5,10/7/2018,,,1361.255
19315,12614847,156,https://www.zameen.com/Property/islamabad_bhara_kahu_beautiful_house_for_sale_on_prime_location_in_bhara_kahu-12614847-156-1.html,House,6200000,62,Bhara kahu,Islamabad,Islamabad Capital,33.73740387,73.17916107,4,For Sale,4,7/4/2019,Madina Property Channel,Azam khan khattak,1633.506
19317,12619389,616,https://www.zameen.com/Property/islamabad_b_17_lavish_villa_for_sale-12619389-616-1.html,House,8500000,85,B-17,Islamabad,Islamabad Capital,33.68064,72.822189,4,For Sale,4,10/7/2018,,,1361.255
19318,12619969,3149,https://www.zameen.com/Property/cbr_town_phase_1_cbr_town_phase_1_block_c_brand_new_house_in_cbr_phase_1_40x80-12619969-3149-1.html,House,23000000,230,CBR Town,Islamabad,Islamabad Capital,33.55951,73.142402,9,For Sale,7,10/7/2018,,,3267.012
19320,12620600,171,https://www.zameen.com/Property/islamabad_g_9_home_for_sale_in_g_9-12620600-171-1.html,House,33000000,330,G-9,Islamabad,Islamabad Capital,33.68946,73.031445,6,For Sale,6,10/7/2018,,,2722.51
19610,12624702,3104,https://www.zameen.com/Property/islamabad_7th_avenue_777_sq_yard_old_house_very_good_condition_for_sale-12624702-3104-1.html,House,130000000,1300,7th Avenue,Islamabad,Islamabad Capital,33.718646,73.070927,6,For Sale,4,10/7/2018,,,87120
19614,12631624,165,https://www.zameen.com/Property/islamabad_f_7_renovated_house_for_sale-12631624-165-1.html,House,100000000,1000,F-7,Islamabad,Islamabad Capital,33.720413,73.056493,4,For Sale,4,7/1/2019,Kharian Estate,Yasir Iqbal Butt,65340
19615,12632084,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_ten_marla_excellent_location_house_for_sale_in_bahria_enclave_sector_a__c1-12632084-1705-1.html,House,28000000,280,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,6,For Sale,5,7/1/2019,Value Investments,Shakir Ali,2722.51
19616,12634906,1045,https://www.zameen.com/Property/islamabad_i_14_brand_new_3_storey_house_for_sale-12634906-1045-1.html,House,12000000,120,I-14,Islamabad,Islamabad Capital,33.609902,72.967386,4,For Sale,6,10/7/2018,,,1361.255
19617,12638001,8340,https://www.zameen.com/Property/i_14_i_14_1_grey_structure_for_sale-12638001-8340-1.html,House,11000000,110,I-14,Islamabad,Islamabad Capital,33.605863,72.96582,5,For Sale,4,10/7/2018,,,1633.506
19618,12638475,3299,https://www.zameen.com/Property/f_6_f_6_1_brand_new_house-12638475-3299-1.html,House,105000000,1050,F-6,Islamabad,Islamabad Capital,33.724018,73.074524,7,For Sale,6,10/7/2018,,,48460.678
19619,12638506,3196,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_a_brand_new_luxury_1_kanal_house_for_sale-12638506-3196-1.html,House,49000000,490,DHA Defence,Islamabad,Islamabad Capital,33.528946,73.14251,8,For Sale,6,10/7/2018,,,5445
19620,12643930,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_turnkey_contract__5_marla_house_in_bahria_enclave_sector_b1__ready_for_construction-12643930-1705-1.html,House,14000000,140,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,3,For Sale,3,11/6/2018,,,1361.255
19622,12646670,8881,https://www.zameen.com/Property/islamabad_capital_enclave_furnished_house_for_sale-12646670-8881-1.html,House,26000000,260,Capital Enclave,Islamabad,Islamabad Capital,33.578933,73.15792,4,For Sale,4,10/7/2018,,,2722.51
19623,12653651,3282,https://www.zameen.com/Property/f_11_f_11_1_f11_brand_new_house_1_kanal_double_unit_2_gates_ideal_location-12653651-3282-1.html,House,85000000,850,F-11,Islamabad,Islamabad Capital,33.679211,72.988787,6,For Sale,6,2/4/2019,K. K Enterprises,Malik Salman Waheed,5445
19624,12655342,3196,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_a_a_great_offer_luxury_1_kanal_high_quality_house_for_sale_in_dhaii_islamabad-12655342-3196-1.html,House,52500000,525,DHA Defence,Islamabad,Islamabad Capital,33.528946,73.142509,7,For Sale,6,10/7/2018,,,5445
19626,12658789,3282,https://www.zameen.com/Property/f_11_f_11_1_house_for_sale_size_45_x_100-12658789-3282-1.html,House,62500000,625,F-11,Islamabad,Islamabad Capital,33.679211,72.988787,8,For Sale,10,10/7/2018,,,5445
19629,12666917,3284,https://www.zameen.com/Property/f_11_f_11_3_1_kanal_new_house_for_sale-12666917-3284-1.html,House,85000000,850,F-11,Islamabad,Islamabad Capital,33.689282,72.988958,6,For Sale,6,7/1/2019,Kharian Estate,Yasir Iqbal Butt,5445
19630,12667504,10701,https://www.zameen.com/Property/islamabad_koral_chowk_3_marla_house_near_islamabad_highway_urgent_sale-12667504-10701-1.html,House,3200000,32,Koral Chowk,Islamabad,Islamabad Capital,33.604816,73.130286,2,For Sale,2,10/7/2018,,,816.753
19631,12668862,3337,https://www.zameen.com/Property/g_13_g_13_1_40x80_double_storey_house_g_13_1_islamabad-12668862-3337-1.html,House,43500000,435,G-13,Islamabad,Islamabad Capital,33.645957,72.962472,6,For Sale,6,10/7/2018,,,3267.012
19634,12670138,10322,https://www.zameen.com/Property/islamabad_kuri_road_brand_new_house_for_sale-12670138-10322-1.html,House,8000000,80,Kuri Road,Islamabad,Islamabad Capital,33.678171,73.162161,3,For Sale,3,10/7/2018,,,1361.255
19635,12672410,9020,https://www.zameen.com/Property/islamabad_khanna_pul_new_house_near_ghauri_town-12672410-9020-1.html,House,3700000,37,Khanna Pul,Islamabad,Islamabad Capital,33.629662,73.112268,2,For Sale,2,10/7/2018,,,816.753
19637,12673744,376,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_exquisite_1_kanal_house_for_sale-12673744-376-1.html,House,55000000,550,DHA Defence,Islamabad,Islamabad Capital,33.540894,73.095732,10,For Sale,8,10/7/2018,,,5445
19638,12674227,9241,https://www.zameen.com/Property/islamabad_airport_enclave_iris_homes__villa_on_18_month_installments-12674227-9241-1.html,House,11000000,110,Airport Enclave,Islamabad,Islamabad Capital,33.598178,72.852359,3,For Sale,3,10/7/2018,,,1361.255
19917,12675570,8851,https://www.zameen.com/Property/islamabad_jhangi_syedan_double_storey_house_for_sale_in_usman_town_jhangi_syedan_islamabad-12675570-8851-1.html,House,11000000,110,Jhangi Syedan,Islamabad,Islamabad Capital,33.62076312,72.94771906,7,For Sale,4,10/7/2018,,,15246.056
19920,12678925,11973,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_c_brand_new_10_marla_house_is_available_for_sale_in_sector_c_bahria_enclave_islamabad-12678925-11973-1.html,House,30000000,300,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,5,For Sale,5,5/5/2019,CivilNest,Babar Israr Bhatti,2722.51
19921,12681592,1378,https://www.zameen.com/Property/islamabad_pakistan_town_pakistan_town_phase_1_double_storey_house-12681592-1378-1.html,House,17000000,170,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143325,6,For Sale,6,11/6/2018,,,2722.51
19922,12682136,3339,https://www.zameen.com/Property/g_13_g_13_3_corner_40x80_house_is_available__for_sale-12682136-3339-1.html,House,43000000,430,G-13,Islamabad,Islamabad Capital,33.656995,72.964962,7,For Sale,6,5/5/2019,CivilNest,Babar Israr Bhatti,38659.642
19923,12683351,3498,https://www.zameen.com/Property/soan_garden_soan_garden_block_h_house_for_sale-12683351-3498-1.html,House,8500000,85,Soan Garden,Islamabad,Islamabad Capital,33.554271,73.155599,3,For Sale,3,11/6/2018,,,1633.506
19924,12684358,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_sns_solutions_presents_owners_built_luxurious_house_with_extra_land-12684358-339-1.html,House,15500000,155,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,4,For Sale,4,12/18/2018,SnS Solutions,Mohsin,1633.506
19925,12685402,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_5_marla_house_h_sector_top_location_owner_built-12685402-1705-1.html,House,14000000,140,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,4,For Sale,3,11/6/2018,,,1361.255
19927,12687974,162,https://www.zameen.com/Property/islamabad_f_10_f_10_1022_sq_yd_6_bed_rooms_triple_storey_house_for_sale-12687974-162-1.html,House,130000000,1300,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,6,For Sale,6,5/5/2019,ZB Associate,Imran Khan,10890
19930,12693596,8399,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_sector_j_street_7__triple_storey_solid_construction_house_for_sale-12693596-8399-1.html,House,16500000,165,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.175418,5,For Sale,5,6/13/2019,Paras Estates,Abdul Razzaq,1361.255
19931,12693726,1561,https://www.zameen.com/Property/islamabad_islamabad_highway_8_marla_house_for_sale-12693726-1561-1.html,House,14000000,140,Islamabad Highway,Islamabad,Islamabad Capital,33.68272,73.073384,3,For Sale,3,11/6/2018,,,2178.008
19932,12693829,3429,https://www.zameen.com/Property/i_13_islamabad_valley_islamabad_valley_house_is_available_for_sale-12693829-3429-1.html,House,8500000,85,I-13,Islamabad,Islamabad Capital,33.619087,72.997971,4,For Sale,7,1/5/2019,,,1633.506
19933,12695179,1039,https://www.zameen.com/Property/islamabad_h_13_house_is_available_for_sale-12695179-1039-1.html,House,11500000,115,H-13,Islamabad,Islamabad Capital,33.637489,72.972193,3,For Sale,3,11/6/2018,,,1905.757
19940,12703262,8340,https://www.zameen.com/Property/i_14_i_14_1_6_marla_corner_brand_new_house-12703262-8340-1.html,House,12000000,120,I-14,Islamabad,Islamabad Capital,33.605863,72.96582,5,For Sale,4,11/6/2018,,,1633.506
